
Sales Person,Geography,Product,Date,Amount,Boxes,
Gigi Bohling,UK,Drinking Coco,10/01/2022,"$4,256 ",164,
Van Tuxwell,UK,Organic Choco Syrup,10/01/2022,"$3,500 ",153,
Barr Faughny,New Zealand,Peanut Butter Cubes,10/01/2022,"$11,550 ",642,
Kaine Padly,India,70% Dark Bites,10/01/2022,$966 ,138,
Brien Boise,New Zealand,White Choc,10/01/2022,"$9,800 ",910,
Brien Boise,Canada,Almond Choco,10/01/2022,"$2,310 ",154,
Brien Boise,India,Caramel Stuffed Bars,10/01/2022,"$3,402 ",201,
Kaine Padly,Australia,Smooth Sliky Salty,10/01/2022,"$2,338 ",293,
Madelene Upcott,India,85% Dark Bars,10/01/2022,"$11,767 ",654,
Wilone O'Kielt,USA,99% Dark & Pure,10/01/2022,"$2,310 ",101,
Jehu Rudeforth,UK,Caramel Stuffed Bars,11/01/2022,"$2,499 ",147,
Kelci Walkden,India,Manuka Honey Choco,11/01/2022,$693 ,31,
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/01/2022,"$5,943 ",271,
Madelene Upcott,New Zealand,Fruit & Nut Bars,11/01/2022,"$2,828 ",189,
Dotty Strutley,Australia,After Nines,11/01/2022,$861 ,51,
Roddy Speechley,New Zealand,Raspberry Choco,11/01/2022,$833 ,38,
Jehu Rudeforth,India,White Choc,11/01/2022,"$3,255 ",296,
Dennison Crosswaite,UK,50% Dark Bites,11/01/2022,"$2,184 ",81,
Gigi Bohling,Canada,Eclairs,11/01/2022,"$3,360 ",420,
Van Tuxwell,New Zealand,Orange Choco,11/01/2022,"$3,227 ",170,
Curtice Advani,USA,Spicy Special Slims,11/01/2022,"$8,792 ",910,
Husein Augar,Australia,Drinking Coco,11/01/2022,$819 ,31,
Barr Faughny,New Zealand,After Nines,11/01/2022,"$1,106 ",70,
Kaine Padly,Canada,50% Dark Bites,11/01/2022,$910 ,37,
Marney O'Breen,Australia,Smooth Sliky Salty,11/01/2022,"$15,925 ",2660,
Oby Sorrel,New Zealand,Manuka Honey Choco,11/01/2022,$329 ,15,
Husein Augar,UK,Mint Chip Choco,11/01/2022,"$2,905 ",208,
Kelci Walkden,UK,Choco Coated Almonds,11/01/2022,"$2,562 ",214,
Gigi Bohling,Canada,Manuka Honey Choco,11/01/2022,"$16,317 ",770,
Husein Augar,UK,Milk Bars,11/01/2022,"$1,022 ",61,
Marney O'Breen,USA,Peanut Butter Cubes,11/01/2022,"$10,724 ",565,
Camilla Castle,Canada,Caramel Stuffed Bars,11/01/2022,"$5,908 ",394,
Husein Augar,USA,Almond Choco,11/01/2022,"$7,889 ",494,
Karlen McCaffrey,Australia,Eclairs,11/01/2022,"$8,211 ",1050,
Jehu Rudeforth,USA,Almond Choco,11/01/2022,"$3,227 ",216,
Roddy Speechley,UK,White Choc,11/01/2022,"$2,303 ",192,
Van Tuxwell,New Zealand,Milk Bars,11/01/2022,"$1,456 ",98,
Mallorie Waber,USA,Caramel Stuffed Bars,11/01/2022,"$4,487 ",264,
Wilone O'Kielt,Australia,Smooth Sliky Salty,11/01/2022,"$5,467 ",770,
Rafaelita Blaksland,USA,Smooth Sliky Salty,11/01/2022,"$6,083 ",770,
Jehu Rudeforth,UK,Peanut Butter Cubes,11/01/2022,"$3,402 ",189,
Marney O'Breen,India,Mint Chip Choco,11/01/2022,"$7,840 ",560,
Kaine Padly,USA,Eclairs,11/01/2022,"$7,560 ",1050,
Roddy Speechley,Australia,Almond Choco,11/01/2022,"$4,004 ",286,
Madelene Upcott,India,Orange Choco,11/01/2022,"$2,947 ",164,
Andria Kimpton,USA,50% Dark Bites,11/01/2022,"$1,078 ",40,
Roddy Speechley,Canada,White Choc,11/01/2022,"$11,620 ",1050,
Camilla Castle,India,Milk Bars,11/01/2022,"$6,699 ",419,
Brien Boise,UK,Spicy Special Slims,11/01/2022,"$4,984 ",623,
Wilone O'Kielt,Canada,Almond Choco,11/01/2022,"$1,309 ",82,
Madelene Upcott,India,Caramel Stuffed Bars,11/01/2022,"$8,827 ",589,
Kelci Walkden,Australia,70% Dark Bites,11/01/2022,"$6,244 ",770,
Ches Bonnell,USA,White Choc,11/01/2022,"$8,274 ",770,
Karlen McCaffrey,India,Smooth Sliky Salty,11/01/2022,"$6,321 ",1050,
Brien Boise,Australia,Manuka Honey Choco,11/01/2022,"$8,883 ",423,
Kaine Padly,Australia,Peanut Butter Cubes,11/01/2022,"$6,069 ",357,
Ches Bonnell,New Zealand,70% Dark Bites,11/01/2022,"$4,522 ",646,
Van Tuxwell,New Zealand,White Choc,11/01/2022,"$1,890 ",172,
Curtice Advani,Canada,Manuka Honey Choco,11/01/2022,"$2,086 ",95,
Curtice Advani,India,White Choc,11/01/2022,"$12,530 ",1120,
Kaine Padly,India,Drinking Coco,11/01/2022,"$6,237 ",240,
Brien Boise,UK,Raspberry Choco,11/01/2022,"$1,701 ",81,
Camilla Castle,Australia,Smooth Sliky Salty,11/01/2022,$476 ,68,
Rafaelita Blaksland,USA,Mint Chip Choco,11/01/2022,"$11,305 ",910,
Kaine Padly,USA,Peanut Butter Cubes,11/01/2022,"$8,666 ",482,
Van Tuxwell,UK,Drinking Coco,11/01/2022,"$1,015 ",41,
Gunar Cockshoot,New Zealand,Drinking Coco,11/01/2022,"$11,991 ",445,
Roddy Speechley,UK,Spicy Special Slims,11/01/2022,"$3,479 ",435,
Wilone O'Kielt,India,Almond Choco,12/01/2022,"$6,909 ",432,
Kaine Padly,India,Eclairs,12/01/2022,"$3,087 ",441,
Ches Bonnell,New Zealand,Almond Choco,12/01/2022,"$2,618 ",175,
Jehu Rudeforth,Canada,Peanut Butter Cubes,12/01/2022,"$6,125 ",341,
Camilla Castle,New Zealand,Drinking Coco,12/01/2022,"$13,797 ",552,
Wilone O'Kielt,Canada,After Nines,12/01/2022,"$10,003 ",626,
Marney O'Breen,Canada,Orange Choco,12/01/2022,"$9,471 ",499,
Ches Bonnell,Australia,85% Dark Bars,12/01/2022,"$2,170 ",115,
Rafaelita Blaksland,UK,50% Dark Bites,12/01/2022,"$6,202 ",239,
Kelci Walkden,Australia,Mint Chip Choco,12/01/2022,"$10,031 ",770,
Rafaelita Blaksland,UK,Milk Bars,12/01/2022,"$3,766 ",252,
Roddy Speechley,Australia,Mint Chip Choco,12/01/2022,$105 ,8,
Madelene Upcott,New Zealand,Choco Coated Almonds,12/01/2022,"$2,695 ",225,
Barr Faughny,New Zealand,Manuka Honey Choco,12/01/2022,$196 ,9,
Gigi Bohling,New Zealand,Orange Choco,12/01/2022,"$7,287 ",365,
Roddy Speechley,India,50% Dark Bites,12/01/2022,"$15,610 ",625,
Roddy Speechley,New Zealand,Almond Choco,12/01/2022,"$3,192 ",228,
Husein Augar,India,70% Dark Bites,12/01/2022,"$9,107 ",1120,
Husein Augar,Canada,Caramel Stuffed Bars,12/01/2022,"$9,387 ",587,
Barr Faughny,USA,White Choc,12/01/2022,"$2,261 ",174,
Barr Faughny,Australia,Eclairs,12/01/2022,"$7,434 ",910,
Jehu Rudeforth,Canada,Fruit & Nut Bars,12/01/2022,$868 ,62,
Ches Bonnell,Australia,After Nines,12/01/2022,"$5,824 ",364,
Kelci Walkden,Australia,50% Dark Bites,12/01/2022,"$5,803 ",233,
Husein Augar,Canada,50% Dark Bites,12/01/2022,"$3,059 ",114,
Camilla Castle,UK,Choco Coated Almonds,12/01/2022,"$2,548 ",213,
Rafaelita Blaksland,UK,Drinking Coco,12/01/2022,"$8,295 ",308,
Wilone O'Kielt,India,Smooth Sliky Salty,12/01/2022,"$4,494 ",770,
Gigi Bohling,UK,Spicy Special Slims,12/01/2022,"$2,051 ",228,
Mallorie Waber,India,85% Dark Bars,12/01/2022,"$16,835 ",910,
Madelene Upcott,New Zealand,Spicy Special Slims,12/01/2022,"$8,274 ",1050,
Wilone O'Kielt,Australia,70% Dark Bites,12/01/2022,"$5,103 ",700,
Oby Sorrel,UK,Raspberry Choco,12/01/2022,$140 ,7,
Mallorie Waber,Australia,Fruit & Nut Bars,12/01/2022,$238 ,16,
Kaine Padly,USA,Choco Coated Almonds,12/01/2022,"$11,844 ",980,
Dennison Crosswaite,Canada,Choco Coated Almonds,12/01/2022,"$11,648 ",1050,
Mallorie Waber,Canada,50% Dark Bites,12/01/2022,"$10,885 ",404,
Dennison Crosswaite,Canada,Milk Bars,12/01/2022,"$6,447 ",380,
Wilone O'Kielt,India,Manuka Honey Choco,12/01/2022,"$3,577 ",171,
Beverie Moffet,USA,Smooth Sliky Salty,12/01/2022,"$1,722 ",246,
Gigi Bohling,USA,After Nines,12/01/2022,"$5,376 ",299,
Curtice Advani,Australia,Spicy Special Slims,12/01/2022,"$5,166 ",517,
Gunar Cockshoot,UK,Drinking Coco,12/01/2022,"$5,509 ",205,
Brien Boise,USA,99% Dark & Pure,12/01/2022,"$7,350 ",320,
Andria Kimpton,USA,Mint Chip Choco,12/01/2022,"$5,831 ",449,
Mallorie Waber,UK,Peanut Butter Cubes,12/01/2022,"$5,166 ",304,
Rafaelita Blaksland,Australia,Fruit & Nut Bars,12/01/2022,"$10,808 ",700,
Kelci Walkden,New Zealand,Eclairs,12/01/2022,"$18,494 ",2660,
Ches Bonnell,Canada,70% Dark Bites,12/01/2022,"$4,613 ",659,
Kelci Walkden,Canada,Smooth Sliky Salty,12/01/2022,"$10,276 ",1260,
Dennison Crosswaite,Australia,Manuka Honey Choco,12/01/2022,"$8,722 ",380,
Jan Morforth,Canada,Fruit & Nut Bars,12/01/2022,"$13,293 ",910,
Husein Augar,UK,Orange Choco,12/01/2022,"$6,307 ",351,
Camilla Castle,UK,Peanut Butter Cubes,12/01/2022,"$4,074 ",240,
Mallorie Waber,New Zealand,70% Dark Bites,12/01/2022,"$3,612 ",516,
Dotty Strutley,New Zealand,Eclairs,12/01/2022,"$8,526 ",1400,
Brien Boise,Australia,Almond Choco,13/01/2022,"$3,297 ",220,
Barr Faughny,India,Caramel Stuffed Bars,13/01/2022,"$2,072 ",130,
Beverie Moffet,New Zealand,Baker's Choco Chips,13/01/2022,$392 ,18,
Karlen McCaffrey,Canada,White Choc,13/01/2022,"$5,439 ",419,
Roddy Speechley,India,Manuka Honey Choco,13/01/2022,"$2,128 ",93,
Madelene Upcott,USA,Raspberry Choco,13/01/2022,"$5,754 ",288,
Van Tuxwell,USA,70% Dark Bites,13/01/2022,"$4,025 ",575,
Camilla Castle,Australia,Baker's Choco Chips,13/01/2022,"$1,960 ",86,
Gunar Cockshoot,India,Raspberry Choco,13/01/2022,"$4,984 ",250,
Gigi Bohling,Canada,Mint Chip Choco,13/01/2022,"$11,235 ",840,
Jehu Rudeforth,New Zealand,70% Dark Bites,13/01/2022,"$6,181 ",687,
Jan Morforth,Australia,Milk Bars,13/01/2022,"$11,277 ",664,
Ches Bonnell,New Zealand,50% Dark Bites,13/01/2022,"$12,320 ",493,
Marney O'Breen,UK,Baker's Choco Chips,13/01/2022,$819 ,36,
Husein Augar,UK,After Nines,13/01/2022,"$4,151 ",231,
Beverie Moffet,Australia,Choco Coated Almonds,13/01/2022,"$7,070 ",700,
Husein Augar,New Zealand,85% Dark Bars,13/01/2022,"$2,485 ",131,
Rafaelita Blaksland,USA,Manuka Honey Choco,13/01/2022,"$2,436 ",111,
Jehu Rudeforth,India,Smooth Sliky Salty,13/01/2022,"$20,146 ",3360,
Dennison Crosswaite,Australia,Smooth Sliky Salty,13/01/2022,"$5,873 ",980,
Beverie Moffet,USA,Manuka Honey Choco,13/01/2022,$42 ,2,
Husein Augar,USA,Caramel Stuffed Bars,13/01/2022,"$4,599 ",271,
Barr Faughny,Australia,Peanut Butter Cubes,13/01/2022,"$4,172 ",232,
Roddy Speechley,Canada,Raspberry Choco,13/01/2022,$784 ,40,
Dotty Strutley,Australia,Organic Choco Syrup,13/01/2022,$882 ,37,
Andria Kimpton,UK,Orange Choco,13/01/2022,"$6,748 ",375,
Brien Boise,Australia,50% Dark Bites,13/01/2022,"$3,073 ",123,
Gunar Cockshoot,Canada,Smooth Sliky Salty,13/01/2022,"$6,174 ",910,
Andria Kimpton,Canada,Organic Choco Syrup,13/01/2022,"$3,360 ",147,
Ches Bonnell,Australia,Fruit & Nut Bars,13/01/2022,"$5,845 ",390,
Andria Kimpton,Australia,Drinking Coco,13/01/2022,"$7,735 ",287,
Camilla Castle,UK,Organic Choco Syrup,13/01/2022,"$10,969 ",458,
Andria Kimpton,New Zealand,Caramel Stuffed Bars,13/01/2022,"$9,562 ",563,
Kaine Padly,USA,Baker's Choco Chips,13/01/2022,"$6,020 ",262,
Gigi Bohling,Australia,Manuka Honey Choco,13/01/2022,"$9,667 ",421,
Beverie Moffet,New Zealand,Peanut Butter Cubes,13/01/2022,"$4,130 ",218,
Brien Boise,Canada,Spicy Special Slims,13/01/2022,"$10,220 ",1120,
Dotty Strutley,New Zealand,50% Dark Bites,13/01/2022,"$16,338 ",629,
Curtice Advani,Canada,70% Dark Bites,13/01/2022,"$8,400 ",1050,
Curtice Advani,New Zealand,Spicy Special Slims,13/01/2022,"$3,668 ",459,
Barr Faughny,UK,Orange Choco,13/01/2022,"$5,047 ",253,
Van Tuxwell,USA,99% Dark & Pure,13/01/2022,"$4,732 ",216,
Roddy Speechley,Australia,Fruit & Nut Bars,13/01/2022,"$7,728 ",552,
Camilla Castle,UK,99% Dark & Pure,13/01/2022,"$6,370 ",266,
Gunar Cockshoot,India,Organic Choco Syrup,13/01/2022,"$3,304 ",151,
Mallorie Waber,UK,Organic Choco Syrup,13/01/2022,"$2,107 ",96,
Husein Augar,Australia,85% Dark Bars,13/01/2022,"$11,536 ",577,
Madelene Upcott,India,White Choc,14/01/2022,"$10,164 ",910,
Oby Sorrel,New Zealand,Peanut Butter Cubes,14/01/2022,"$9,275 ",516,
Kelci Walkden,USA,White Choc,14/01/2022,"$6,314 ",486,
Mallorie Waber,India,Choco Coated Almonds,14/01/2022,"$1,547 ",155,
Gunar Cockshoot,India,Caramel Stuffed Bars,14/01/2022,"$1,778 ",112,
Roddy Speechley,Australia,70% Dark Bites,14/01/2022,"$5,264 ",585,
Camilla Castle,UK,Orange Choco,14/01/2022,"$2,765 ",139,
Camilla Castle,Canada,Almond Choco,14/01/2022,"$1,022 ",64,
Camilla Castle,India,Caramel Stuffed Bars,14/01/2022,"$7,882 ",464,
Ches Bonnell,Australia,Raspberry Choco,14/01/2022,"$18,788 ",910,
Husein Augar,India,Peanut Butter Cubes,14/01/2022,"$1,274 ",75,
Dotty Strutley,Canada,Caramel Stuffed Bars,14/01/2022,"$4,088 ",241,
Marney O'Breen,New Zealand,50% Dark Bites,14/01/2022,"$4,816 ",179,
Karlen McCaffrey,Canada,Raspberry Choco,14/01/2022,$651 ,30,
Curtice Advani,Australia,Eclairs,14/01/2022,"$1,414 ",236,
Curtice Advani,India,Fruit & Nut Bars,14/01/2022,$700 ,50,
Andria Kimpton,India,Baker's Choco Chips,14/01/2022,"$1,932 ",81,
Madelene Upcott,New Zealand,Mint Chip Choco,14/01/2022,"$3,570 ",255,
Van Tuxwell,New Zealand,99% Dark & Pure,14/01/2022,"$3,122 ",142,
Andria Kimpton,USA,Eclairs,14/01/2022,$588 ,74,
Madelene Upcott,UK,Caramel Stuffed Bars,14/01/2022,"$5,236 ",328,
Ches Bonnell,Canada,Manuka Honey Choco,14/01/2022,"$4,221 ",192,
Jan Morforth,UK,99% Dark & Pure,14/01/2022,$420 ,20,
Barr Faughny,India,Choco Coated Almonds,14/01/2022,"$5,705 ",571,
Madelene Upcott,Australia,Spicy Special Slims,14/01/2022,"$14,504 ",1820,
Marney O'Breen,Australia,Manuka Honey Choco,14/01/2022,"$12,726 ",606,
Karlen McCaffrey,UK,Eclairs,14/01/2022,"$2,947 ",369,
Brien Boise,UK,Drinking Coco,14/01/2022,"$12,467 ",462,
Wilone O'Kielt,Australia,Choco Coated Almonds,14/01/2022,"$6,923 ",630,
Dotty Strutley,USA,50% Dark Bites,14/01/2022,"$1,547 ",62,
Camilla Castle,New Zealand,50% Dark Bites,14/01/2022,"$4,312 ",173,
Kaine Padly,UK,50% Dark Bites,14/01/2022,"$7,672 ",296,
Gunar Cockshoot,USA,70% Dark Bites,14/01/2022,"$4,690 ",522,
Madelene Upcott,UK,Peanut Butter Cubes,14/01/2022,"$11,361 ",598,
Dennison Crosswaite,USA,70% Dark Bites,14/01/2022,"$2,877 ",320,
Gigi Bohling,USA,Choco Coated Almonds,14/01/2022,"$4,900 ",446,
Madelene Upcott,India,Raspberry Choco,14/01/2022,"$3,955 ",198,
Jehu Rudeforth,UK,50% Dark Bites,14/01/2022,"$10,948 ",438,
Jan Morforth,India,Orange Choco,14/01/2022,"$6,041 ",336,
Dennison Crosswaite,New Zealand,Baker's Choco Chips,14/01/2022,"$6,020 ",262,
Andria Kimpton,UK,Smooth Sliky Salty,14/01/2022,"$14,098 ",1750,
Beverie Moffet,UK,Raspberry Choco,14/01/2022,"$8,715 ",397,
Gunar Cockshoot,New Zealand,Eclairs,14/01/2022,"$2,702 ",451,
Ches Bonnell,Canada,Orange Choco,14/01/2022,"$10,899 ",574,
Camilla Castle,Canada,White Choc,14/01/2022,"$2,597 ",237,
Gunar Cockshoot,UK,Baker's Choco Chips,14/01/2022,"$8,050 ",336,
Marney O'Breen,Canada,Raspberry Choco,14/01/2022,"$1,596 ",76,
Brien Boise,New Zealand,After Nines,17/01/2022,$455 ,29,
Oby Sorrel,Canada,Caramel Stuffed Bars,17/01/2022,"$7,980 ",470,
Jan Morforth,UK,Mint Chip Choco,17/01/2022,"$3,199 ",267,
Husein Augar,USA,Fruit & Nut Bars,17/01/2022,"$3,248 ",203,
Jehu Rudeforth,New Zealand,Mint Chip Choco,17/01/2022,"$6,531 ",545,
Ches Bonnell,UK,85% Dark Bars,17/01/2022,"$6,258 ",313,
Rafaelita Blaksland,New Zealand,Baker's Choco Chips,17/01/2022,"$1,092 ",50,
Andria Kimpton,USA,70% Dark Bites,17/01/2022,"$2,415 ",269,
Karlen McCaffrey,USA,Peanut Butter Cubes,17/01/2022,"$12,369 ",651,
Barr Faughny,USA,After Nines,17/01/2022,"$2,667 ",157,
Roddy Speechley,USA,Fruit & Nut Bars,17/01/2022,$357 ,24,
Jehu Rudeforth,USA,Baker's Choco Chips,17/01/2022,$63 ,3,
Barr Faughny,India,Orange Choco,17/01/2022,"$9,177 ",510,
Beverie Moffet,Australia,White Choc,17/01/2022,"$11,291 ",910,
Ches Bonnell,USA,Caramel Stuffed Bars,17/01/2022,"$5,446 ",364,
Mallorie Waber,India,Spicy Special Slims,17/01/2022,"$11,977 ",1470,
Andria Kimpton,UK,Raspberry Choco,17/01/2022,"$6,209 ",311,
Rafaelita Blaksland,Australia,Manuka Honey Choco,17/01/2022,"$11,249 ",512,
Dennison Crosswaite,Australia,Choco Coated Almonds,17/01/2022,"$2,912 ",243,
Kaine Padly,Australia,Eclairs,17/01/2022,"$15,806 ",2240,
Marney O'Breen,USA,Choco Coated Almonds,17/01/2022,"$10,101 ",980,
Curtice Advani,India,Smooth Sliky Salty,17/01/2022,"$7,651 ",1120,
Dennison Crosswaite,New Zealand,Peanut Butter Cubes,17/01/2022,"$4,046 ",213,
Gunar Cockshoot,India,Milk Bars,17/01/2022,"$4,494 ",300,
Mallorie Waber,Australia,70% Dark Bites,17/01/2022,"$6,069 ",840,
Husein Augar,New Zealand,White Choc,17/01/2022,"$9,751 ",910,
Madelene Upcott,USA,Orange Choco,17/01/2022,"$4,158 ",208,
Van Tuxwell,India,Peanut Butter Cubes,17/01/2022,"$3,003 ",167,
Oby Sorrel,UK,50% Dark Bites,17/01/2022,"$3,612 ",134,
Curtice Advani,USA,Eclairs,17/01/2022,"$13,265 ",2240,
Mallorie Waber,USA,99% Dark & Pure,17/01/2022,"$2,688 ",123,
Dotty Strutley,New Zealand,Raspberry Choco,17/01/2022,"$7,469 ",340,
Van Tuxwell,UK,Orange Choco,17/01/2022,"$1,785 ",94,
Dennison Crosswaite,UK,Almond Choco,17/01/2022,"$5,670 ",405,
Mallorie Waber,India,Almond Choco,17/01/2022,$420 ,27,
Oby Sorrel,Australia,White Choc,17/01/2022,"$7,714 ",700,
Van Tuxwell,USA,Smooth Sliky Salty,17/01/2022,"$3,031 ",433,
Rafaelita Blaksland,New Zealand,Manuka Honey Choco,17/01/2022,"$10,654 ",464,
Van Tuxwell,Australia,85% Dark Bars,17/01/2022,"$3,255 ",163,
Roddy Speechley,Australia,Spicy Special Slims,17/01/2022,"$1,001 ",101,
Kelci Walkden,USA,Caramel Stuffed Bars,17/01/2022,"$9,051 ",604,
Wilone O'Kielt,New Zealand,Peanut Butter Cubes,17/01/2022,"$11,172 ",621,
Rafaelita Blaksland,New Zealand,Almond Choco,17/01/2022,"$1,680 ",120,
Andria Kimpton,Australia,Baker's Choco Chips,17/01/2022,"$6,223 ",271,
Mallorie Waber,New Zealand,Peanut Butter Cubes,17/01/2022,"$1,547 ",82,
Gunar Cockshoot,Canada,Manuka Honey Choco,17/01/2022,"$13,013 ",620,
Rafaelita Blaksland,Canada,99% Dark & Pure,17/01/2022,"$3,787 ",173,
Jehu Rudeforth,Canada,Milk Bars,17/01/2022,"$2,870 ",169,
Dotty Strutley,India,Choco Coated Almonds,17/01/2022,"$4,529 ",412,
Brien Boise,Canada,Choco Coated Almonds,17/01/2022,"$17,724 ",1610,
Oby Sorrel,Australia,Drinking Coco,17/01/2022,"$7,679 ",308,
Roddy Speechley,UK,Raspberry Choco,17/01/2022,"$4,669 ",234,
Marney O'Breen,India,99% Dark & Pure,17/01/2022,"$1,666 ",73,
Marney O'Breen,India,Manuka Honey Choco,17/01/2022,$679 ,30,
Jan Morforth,New Zealand,50% Dark Bites,17/01/2022,"$4,088 ",164,
Dennison Crosswaite,New Zealand,Eclairs,17/01/2022,"$6,440 ",910,
Van Tuxwell,USA,Almond Choco,17/01/2022,"$3,332 ",223,
Ches Bonnell,India,Drinking Coco,17/01/2022,"$5,467 ",203,
Karlen McCaffrey,USA,Raspberry Choco,17/01/2022,"$4,767 ",227,
Barr Faughny,India,Manuka Honey Choco,17/01/2022,"$6,664 ",318,
Kaine Padly,India,99% Dark & Pure,17/01/2022,"$12,383 ",539,
Mallorie Waber,USA,Fruit & Nut Bars,17/01/2022,"$7,427 ",531,
Barr Faughny,UK,50% Dark Bites,17/01/2022,"$7,105 ",274,
Jan Morforth,India,Caramel Stuffed Bars,17/01/2022,"$4,648 ",274,
Dennison Crosswaite,India,Almond Choco,17/01/2022,"$3,038 ",190,
Husein Augar,New Zealand,Caramel Stuffed Bars,17/01/2022,"$4,592 ",287,
Dennison Crosswaite,India,70% Dark Bites,17/01/2022,"$3,213 ",459,
Gigi Bohling,UK,50% Dark Bites,17/01/2022,"$4,046 ",150,
Ches Bonnell,New Zealand,Choco Coated Almonds,17/01/2022,"$3,479 ",290,
Dennison Crosswaite,UK,Choco Coated Almonds,17/01/2022,"$8,568 ",840,
Dennison Crosswaite,UK,Organic Choco Syrup,17/01/2022,"$9,009 ",392,
Madelene Upcott,USA,Caramel Stuffed Bars,17/01/2022,$21 ,2,
Roddy Speechley,Australia,Milk Bars,17/01/2022,"$19,950 ",1260,
Dennison Crosswaite,India,Drinking Coco,17/01/2022,"$9,625 ",357,
Oby Sorrel,USA,50% Dark Bites,17/01/2022,"$7,168 ",276,
Gunar Cockshoot,New Zealand,Almond Choco,17/01/2022,"$2,170 ",145,
Roddy Speechley,USA,Raspberry Choco,17/01/2022,"$4,564 ",208,
Brien Boise,Canada,99% Dark & Pure,17/01/2022,"$3,927 ",171,
Andria Kimpton,India,Almond Choco,17/01/2022,"$6,573 ",470,
Andria Kimpton,New Zealand,Manuka Honey Choco,18/01/2022,$476 ,23,
Mallorie Waber,Canada,White Choc,18/01/2022,"$1,715 ",132,
Gigi Bohling,Australia,70% Dark Bites,18/01/2022,"$13,608 ",1540,
Roddy Speechley,New Zealand,Baker's Choco Chips,18/01/2022,"$1,141 ",52,
Barr Faughny,UK,Caramel Stuffed Bars,18/01/2022,"$2,107 ",124,
Beverie Moffet,UK,Smooth Sliky Salty,18/01/2022,"$5,124 ",840,
Jan Morforth,India,Raspberry Choco,18/01/2022,"$5,761 ",262,
Barr Faughny,New Zealand,Almond Choco,18/01/2022,"$9,569 ",684,
Karlen McCaffrey,UK,Fruit & Nut Bars,18/01/2022,"$1,680 ",105,
Barr Faughny,India,Drinking Coco,18/01/2022,"$1,358 ",51,
Roddy Speechley,India,After Nines,18/01/2022,"$12,572 ",699,
Brien Boise,Canada,Orange Choco,18/01/2022,"$10,157 ",508,
Madelene Upcott,UK,Choco Coated Almonds,18/01/2022,"$11,711 ",1050,
Rafaelita Blaksland,India,Milk Bars,19/01/2022,"$3,493 ",233,
Beverie Moffet,Canada,Almond Choco,19/01/2022,"$1,218 ",82,
Van Tuxwell,Australia,Drinking Coco,19/01/2022,$532 ,20,
Kelci Walkden,Canada,Mint Chip Choco,19/01/2022,$651 ,51,
Curtice Advani,UK,Peanut Butter Cubes,19/01/2022,"$9,121 ",537,
Curtice Advani,Australia,Almond Choco,19/01/2022,"$3,185 ",213,
Barr Faughny,Australia,Baker's Choco Chips,19/01/2022,"$1,841 ",77,
Jehu Rudeforth,USA,Drinking Coco,19/01/2022,"$11,046 ",410,
Roddy Speechley,UK,50% Dark Bites,19/01/2022,"$11,802 ",454,
Karlen McCaffrey,USA,Spicy Special Slims,19/01/2022,"$3,941 ",395,
Madelene Upcott,India,Milk Bars,19/01/2022,"$1,001 ",59,
Marney O'Breen,UK,Milk Bars,19/01/2022,"$10,129 ",676,
Madelene Upcott,UK,Orange Choco,19/01/2022,"$7,210 ",361,
Oby Sorrel,USA,Mint Chip Choco,19/01/2022,"$2,933 ",210,
Kelci Walkden,USA,Orange Choco,19/01/2022,"$7,217 ",401,
Wilone O'Kielt,Australia,Mint Chip Choco,19/01/2022,"$8,813 ",678,
Andria Kimpton,New Zealand,70% Dark Bites,19/01/2022,"$1,729 ",247,
Curtice Advani,UK,70% Dark Bites,19/01/2022,$483 ,61,
Gigi Bohling,Australia,Orange Choco,19/01/2022,"$13,398 ",700,
Oby Sorrel,New Zealand,85% Dark Bars,19/01/2022,"$2,044 ",103,
Barr Faughny,New Zealand,Mint Chip Choco,19/01/2022,"$6,797 ",523,
Marney O'Breen,Australia,White Choc,19/01/2022,"$9,016 ",840,
Camilla Castle,Canada,Baker's Choco Chips,19/01/2022,"$2,527 ",110,
Jehu Rudeforth,India,Fruit & Nut Bars,19/01/2022,"$5,544 ",396,
Kaine Padly,UK,Drinking Coco,19/01/2022,$658 ,26,
Jehu Rudeforth,New Zealand,Orange Choco,19/01/2022,"$3,059 ",170,
Kaine Padly,UK,Peanut Butter Cubes,19/01/2022,"$1,813 ",107,
Barr Faughny,Canada,99% Dark & Pure,19/01/2022,"$9,856 ",429,
Barr Faughny,Australia,Almond Choco,19/01/2022,"$10,696 ",700,
Kelci Walkden,UK,Almond Choco,19/01/2022,$931 ,63,
Curtice Advani,UK,Baker's Choco Chips,20/01/2022,"$1,330 ",58,
Madelene Upcott,Australia,Eclairs,20/01/2022,"$3,878 ",554,
Roddy Speechley,UK,Milk Bars,20/01/2022,"$1,904 ",119,
Van Tuxwell,New Zealand,85% Dark Bars,20/01/2022,"$1,603 ",90,
Brien Boise,UK,Mint Chip Choco,20/01/2022,"$15,638 ",1330,
Dotty Strutley,India,Peanut Butter Cubes,20/01/2022,"$7,595 ",447,
Karlen McCaffrey,India,Milk Bars,20/01/2022,"$5,075 ",339,
Camilla Castle,India,Smooth Sliky Salty,20/01/2022,$707 ,89,
Madelene Upcott,Australia,Orange Choco,20/01/2022,"$4,809 ",241,
Dotty Strutley,New Zealand,Fruit & Nut Bars,20/01/2022,"$5,775 ",361,
